text,speaker,label
Says the Congressional Budget Office is expecting a protracted economic malaise for at least the next decade under current policies.,tom-price,half-true
"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",mike-pence,barely-true
Congresswoman Bachmann actually said we should be 'weaned' off our Social Security and Medicare. She wants to privatize Social Security and replace Medicare with some kind of voucher system.,americans-united-change,half-true
Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,ted-cruz,false
"The United States has never been richer, if you look at per capita GDP.",jan-schakowsky,true
Michele Bachmanns legislative record is offering failed amendments.,tim-pawlenty,mostly-true
"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.",james-quintero,barely-true
Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,facebook-posts,false
"Says a company that got tax breaks from the state later laid off 100 Ohioans, even as its CEO cut a half-million-dollar check to Kasichs super PAC.",ted-cruz,mostly-true
"Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.",john-kasich,half-true
On in-state tuition for unauthorized immigrants.,rick-perry,half-true
I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,barack-obama,false
President Barack Obamas health care reform slashed $500 billion from Medicare.,sean-duffy,barely-true
Theres almost 1 million Texans who are unemployed and thats an all-time record number in our state.,bill-white,true
"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.",joyce-beatty,barely-true
"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",shawn-lindsay,false
The [Obama] administrations regulatory assault on coal-fired energy has put thousands of Americans out of work,roy-blunt,barely-true
Says U.S. Senate rival Tommy Thompson is a big corporate lobbyist and has been lobbying during the middle of the campaign.,eric-hovde,half-true
Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,john-carlevale,false
Mark Warner cast the tiebreaking vote to pass Obamacare.,ken-cuccinelli,barely-true
"In Iraq, violence is down to an all-time low since the start of the war.",joe-biden,mostly-true
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,john-mccain,true
Im running for office with much more experience and qualifications than Barack Obama had when he ran.,marco-rubio,half-true
"In 2008, Charlie Crist applauded the pick of Sarah Palin and said she would do a great job.",george-lemieux,true
Republicans dont think its a good idea to make the child care tax credit stronger.,barack-obama,barely-true
Agriculture is the strongest industry in Ohio.,john-kasich,true
This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,allen-west,false
Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,maggie-hassan,barely-true
Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,american-bridge-21st-century,mostly-true
Says President Barack Obama is a socialist.,rick-perry,pants-fire
Wisconsin was literally broke when Republicans took office in January 2011.,jim-steineke,false
Says Tom Cottons vote in Congress to change Medicare will increase out-of-pocket expenses for every senior in Arkansas.,mark-pryor,barely-true
"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",todd-staples,mostly-true
Our campaign depends on small donations for the majority of our support.,hillary-clinton,barely-true
On a cap-and-trade plan.,sarah-palin,false
"There hasnt really been a lot of net growth in the federal workforce when you compare it to say, 1990.",gerry-connolly,half-true
Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,joaquin-castro,mostly-true
Says Rick Perry of Texas was the governor who relied most on stimulus funds to close his states budget deficit in 2010.,martin-omalley,half-true
Democrats are cutting our school funding. Four times in the last 10 years before we came into office.,bruce-rauner,barely-true
Says President Barack Obama himself has granted waivers allowing into the United States refugees who provided material support to terrorists.,greg-abbott,barely-true
"In almost every other country in the world, artists and musicians are paid when their music is played on the radio. In fact, the only countries besides the U.S. who do not have a radio-performance right are China, Iran and North Korea.",kevin-russell,mostly-true
"Says Paul Ryan supports banning all abortions, even in cases of rape or incest.",barack-obama,half-true
Most Americans support the legalization of marijuana.,gary-johnson,true
"Under Barack Obama, the U.S. now has the lowest workforce since (President Jimmy) Carter.",american-future-fund,barely-true
A rural hospital in Missouri closes every 8 months. The legislatures failure to expand Medicaid has brought crisis to many of Missouris rural health care providers.,chris-koster,half-true
"Harambe received 15,000 votes in the presidential election.",blog-posting,pants-fire
Says Thom Tillis gives tax breaks to yacht and jet owners.,senate-majority-pac,false
"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",newt-gingrich,false
Obamacare was the Republican plan in the early 90s.,ellen-qualls,half-true
We had an amendment in the health care law that said the federal government is going to take over education.,allen-west,false
"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.",scott-walker,mostly-true
Says Patrick Murphy switched his vote on All Aboard Florida ... because his father tried to get in a bid to build it and was unsuccessful.,alan-grayson,barely-true
Says U.S. Sen Sherrod Brown promised that the first stimulus bill would fund the Brent Spence Bridge.,josh-mandel,barely-true
"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",bill-foster,barely-true
"In nine Democratic debates, Weve not had one question about a womans right to make her own decisions about reproductive health care, not one question.",hillary-clinton,true
"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.",national-rifle-association,barely-true
Toomey and Trump will ban abortion and punish women who have them.,naral-pro-choice,false
Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he cut funding for higher education.,barbara-buono,half-true
